text,label,scam_category,caller_type,audio_duration,urgency_level,contains_blackmail,language_style
"Inspector Rajesh Kumar bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,relative,other_scammer,126,medium,False,hinglish
"Hello ma'am Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,lottery,other_scammer,59,medium,False,hinglish
"Namaste sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,47,low,False,hinglish
Ji haan suniye Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,226,medium,False,hinglish
"Ji namaskar Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,67,low,False,hinglish
"Hello sir Beta ghar aa gaya hoon, darwaza khol do.",0,none,delivery_agent,82,low,False,hinglish
Hello sir National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,127,high,False,hinglish
Sir ek minute suniye Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,96,high,True,hinglish
Special Investigation Team se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,215,high,False,hinglish
"Ji haan suniye Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,doctor_clinic,29,low,False,hinglish
"Namaste sir Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,doctor_clinic,44,low,False,hinglish
Namaste sir Aapka order deliver ho chuka hai. Feedback de dena.,0,none,friend,89,low,False,hinglish
CBI se bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,196,high,False,hinglish
Hello ma'am Project ka review meeting kal 4 baje hai kya?,0,none,friend,39,low,False,hinglish
Hello ma'am Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,251,high,False,hinglish
"Dhyan se suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,doctor_clinic,25,low,False,hinglish
Namaste sir Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,175,high,True,hinglish
Ji haan suniye Cab 3 minute mein pahunch raha hai.,0,none,doctor_clinic,24,low,False,hinglish
Madam ek minute Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,175,medium,False,hinglish
Madam ek minute Project ka review meeting kal 4 baje hai kya?,0,none,office_colleague,86,low,False,hinglish
"Aap sun rahe hain na? Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,19,low,False,hinglish
Namaste sir Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,172,medium,False,hinglish
Dhyan se suniye Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,other_scammer,64,medium,False,hinglish
"Hello ji Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,friend,64,low,False,hinglish
Ji namaskar Project ka review meeting kal 4 baje hai kya?,0,none,family,23,low,False,hinglish
"Hello ji Doctor appointment kal 9 baje hai, fasting rehna.",0,none,doctor_clinic,53,low,False,hinglish
Hello sir Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,174,high,True,hinglish
Hello sir Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,other_scammer,106,medium,False,hinglish
"Namaste ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,delivery_agent,43,low,False,hinglish
Dhyan se suniye Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,110,high,True,hinglish
Delhi Police se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,lottery,other_scammer,73,medium,False,hinglish
Madam ek minute Cab 3 minute mein pahunch raha hai.,0,none,doctor_clinic,72,low,False,hinglish
Law enforcement se bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,142,high,True,hinglish
Namaste ma'am Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,130,high,False,hinglish
"Ji namaskar Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,family,39,low,False,hinglish
"Ji namaskar Beta ghar aa gaya hoon, darwaza khol do.",0,none,office_colleague,79,low,False,hinglish
"Hello sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,delivery_agent,67,low,False,hinglish
Hello ji Project ka review meeting kal 4 baje hai kya?,0,none,family,77,low,False,hinglish
Delhi Police se bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,110,high,False,hinglish
Law enforcement se bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,135,medium,False,hinglish
Law enforcement se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,210,high,False,hinglish
"Madam ek minute Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,58,low,False,hinglish
"Madam ek minute Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,office_colleague,58,low,False,hinglish
Crime Branch se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,lottery,other_scammer,60,medium,False,hinglish
Hello sir Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,213,high,True,hinglish
Namaste ma'am Aapka order deliver ho chuka hai. Feedback de dena.,0,none,family,42,low,False,hinglish
"Dhyan se suniye Beta ghar aa gaya hoon, darwaza khol do.",0,none,office_colleague,35,low,False,hinglish
Ji namaskar Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,180,high,False,hinglish
Aap sun rahe hain na? Aapka order deliver ho chuka hai. Feedback de dena.,0,none,doctor_clinic,85,low,False,hinglish
Aap sun rahe hain na? Cab 3 minute mein pahunch raha hai.,0,none,delivery_agent,64,low,False,hinglish
"Hello ji Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,40,low,False,hinglish
Hello ma'am Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,94,high,True,hinglish
Madam ek minute Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,lottery,other_scammer,115,medium,False,hinglish
"Hello ji School fees ki last date kal hai, payment kar dena.",0,none,friend,47,low,False,hinglish
Dhyan se suniye Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,104,high,True,hinglish
"CBI se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,other_scammer,94,medium,False,hinglish
Hello sir Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,232,medium,False,hinglish
National Cyber Cell se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,145,high,False,hinglish
"Dhyan se suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,117,medium,False,hinglish
Ji namaskar Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,152,high,True,hinglish
"Namaste sir Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,doctor_clinic,21,low,False,hinglish
"Inspector Rajesh Kumar bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,other_scammer,72,medium,False,hinglish
Madam ek minute Project ka review meeting kal 4 baje hai kya?,0,none,delivery_agent,25,low,False,hinglish
"Hello sir Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,delivery_agent,83,low,False,hinglish
Ji namaskar Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,209,medium,False,hinglish
"Ji haan suniye School fees ki last date kal hai, payment kar dena.",0,none,office_colleague,45,low,False,hinglish
Namaste ma'am Aapka order deliver ho chuka hai. Feedback de dena.,0,none,family,38,low,False,hinglish
Sir ek minute suniye Aapka order deliver ho chuka hai. Feedback de dena.,0,none,office_colleague,16,low,False,hinglish
Ji haan suniye Project ka review meeting kal 4 baje hai kya?,0,none,delivery_agent,89,low,False,hinglish
Law enforcement se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,other_scammer,67,medium,False,hinglish
"Hello ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,office_colleague,54,low,False,hinglish
Namaste sir Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,aadhaar,other_scammer,119,medium,False,hinglish
Dhyan se suniye Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,236,high,True,hinglish
Law enforcement se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,150,high,True,hinglish
Crime Branch se bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,128,high,False,hinglish
"Namaste sir Beta ghar aa gaya hoon, darwaza khol do.",0,none,family,89,low,False,hinglish
Namaste sir Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,203,high,False,hinglish
Police headquarters se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,relative,other_scammer,79,medium,False,hinglish
Sir ek minute suniye Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,253,high,True,hinglish
"Madam ek minute Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,office_colleague,32,low,False,hinglish
"Hello sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,62,low,False,hinglish
"Sir ek minute suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,30,low,False,hinglish
"Madam ek minute Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,doctor_clinic,43,low,False,hinglish
Ji namaskar Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,212,high,True,hinglish
"Namaste sir Beta ghar aa gaya hoon, darwaza khol do.",0,none,delivery_agent,47,low,False,hinglish
"Namaste sir Beta ghar aa gaya hoon, darwaza khol do.",0,none,family,82,low,False,hinglish
Aap sun rahe hain na? Aapka order deliver ho chuka hai. Feedback de dena.,0,none,delivery_agent,19,low,False,hinglish
"Madam ek minute Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,19,low,False,hinglish
"Hello sir Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,78,medium,False,hinglish
Ji namaskar Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,relative,other_scammer,70,medium,False,hinglish
"Aap sun rahe hain na? Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,aadhaar,other_scammer,150,medium,False,hinglish
"Hello sir Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,family,80,low,False,hinglish
Hello sir Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,146,medium,False,hinglish
"Ji haan suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,delivery_agent,25,low,False,hinglish
"Ji haan suniye Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,doctor_clinic,66,low,False,hinglish
Hello ji Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,239,high,True,hinglish
"Madam ek minute Beta ghar aa gaya hoon, darwaza khol do.",0,none,family,38,low,False,hinglish
"Madam ek minute Doctor appointment kal 9 baje hai, fasting rehna.",0,none,office_colleague,34,low,False,hinglish
Hello ji Project ka review meeting kal 4 baje hai kya?,0,none,friend,18,low,False,hinglish
Hello sir Aapka order deliver ho chuka hai. Feedback de dena.,0,none,office_colleague,77,low,False,hinglish
"Sir ek minute suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,doctor_clinic,56,low,False,hinglish
Namaste ma'am Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,138,high,False,hinglish
"Namaste sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,family,92,low,False,hinglish
Namaste sir Cab 3 minute mein pahunch raha hai.,0,none,family,90,low,False,hinglish
Dhyan se suniye Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,190,high,True,hinglish
"Madam ek minute Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,delivery_agent,60,low,False,hinglish
Hello sir Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,129,medium,False,hinglish
Sir ek minute suniye Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,166,high,True,hinglish
Namaste ma'am Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,119,high,True,hinglish
Hello ma'am Project ka review meeting kal 4 baje hai kya?,0,none,family,55,low,False,hinglish
"Ji haan suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,98,medium,False,hinglish
Madam ek minute Cab 3 minute mein pahunch raha hai.,0,none,family,44,low,False,hinglish
"Aap sun rahe hain na? Beta ghar aa gaya hoon, darwaza khol do.",0,none,office_colleague,58,low,False,hinglish
Sir ek minute suniye Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,94,high,False,hinglish
Cyber Crime Department se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,189,high,True,hinglish
"Namaste sir School fees ki last date kal hai, payment kar dena.",0,none,friend,75,low,False,hinglish
Aap sun rahe hain na? Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,214,high,True,hinglish
Hello ma'am Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,114,medium,False,hinglish
"Namaste sir Doctor appointment kal 9 baje hai, fasting rehna.",0,none,doctor_clinic,49,low,False,hinglish
"Hello sir Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,relative,other_scammer,81,medium,False,hinglish
"Hello ji Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,family,50,low,False,hinglish
Dhyan se suniye Cab 3 minute mein pahunch raha hai.,0,none,family,31,low,False,hinglish
"Sir ek minute suniye Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,other_scammer,70,medium,False,hinglish
Law enforcement se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,other_scammer,117,medium,False,hinglish
"Namaste ma'am School fees ki last date kal hai, payment kar dena.",0,none,delivery_agent,55,low,False,hinglish
"Aap sun rahe hain na? School fees ki last date kal hai, payment kar dena.",0,none,friend,76,low,False,hinglish
Hello ji Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,195,high,True,hinglish
Dhyan se suniye Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,159,medium,False,hinglish
Hello ma'am Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,239,medium,False,hinglish
Dhyan se suniye National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,94,medium,False,hinglish
"Dhyan se suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,17,low,False,hinglish
"Dhyan se suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,delivery_agent,48,low,False,hinglish
"Sir ek minute suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,delivery_agent,31,low,False,hinglish
Delhi Police se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,other_scammer,100,medium,False,hinglish
Hello ma'am Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,96,medium,False,hinglish
Crime Branch se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,239,high,False,hinglish
Sir ek minute suniye Cab 3 minute mein pahunch raha hai.,0,none,family,87,low,False,hinglish
"Dhyan se suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,166,medium,False,hinglish
"Hello ji Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,office_colleague,79,low,False,hinglish
Namaste ma'am Project ka review meeting kal 4 baje hai kya?,0,none,delivery_agent,47,low,False,hinglish
"Namaste sir Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,120,medium,False,hinglish
National Cyber Cell se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,198,high,True,hinglish
Hello ma'am Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,relative,other_scammer,106,medium,False,hinglish
Madam ek minute Cab 3 minute mein pahunch raha hai.,0,none,delivery_agent,15,low,False,hinglish
Hello ma'am Aapka order deliver ho chuka hai. Feedback de dena.,0,none,family,32,low,False,hinglish
"Ji namaskar Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,75,low,False,hinglish
"Namaste sir Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,family,21,low,False,hinglish
Law enforcement se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,bank_scammer,111,medium,False,hinglish
Hello ma'am Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,213,high,True,hinglish
Law enforcement se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,other_scammer,92,medium,False,hinglish
Sir ek minute suniye Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,134,high,True,hinglish
"ACP Sharma bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,79,medium,False,hinglish
"Ji namaskar Beta ghar aa gaya hoon, darwaza khol do.",0,none,doctor_clinic,36,low,False,hinglish
"Madam ek minute Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,76,medium,False,hinglish
"Namaste ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,53,low,False,hinglish
"Hello ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,doctor_clinic,50,low,False,hinglish
"Aap sun rahe hain na? Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,36,low,False,hinglish
"Madam ek minute Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,family,76,low,False,hinglish
"Ji haan suniye School fees ki last date kal hai, payment kar dena.",0,none,family,60,low,False,hinglish
Hello ji Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,166,high,True,hinglish
"Ji haan suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,office_colleague,23,low,False,hinglish
Ji namaskar Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,202,high,True,hinglish
Hello sir Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,222,high,False,hinglish
"Namaste ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,72,low,False,hinglish
Aap sun rahe hain na? Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,202,high,False,hinglish
Hello sir Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,168,high,True,hinglish
"Madam ek minute Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,delivery_agent,67,low,False,hinglish
"Namaste sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,58,low,False,hinglish
Sir ek minute suniye Cab 3 minute mein pahunch raha hai.,0,none,family,29,low,False,hinglish
Dhyan se suniye Project ka review meeting kal 4 baje hai kya?,0,none,doctor_clinic,78,low,False,hinglish
"Hello sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,24,low,False,hinglish
Namaste ma'am National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,205,medium,False,hinglish
"Namaste sir Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,office_colleague,91,low,False,hinglish
"Namaste ma'am Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,103,medium,False,hinglish
"Namaste sir Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,102,medium,False,hinglish
"Namaste ma'am Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,70,medium,False,hinglish
Sir ek minute suniye Cab 3 minute mein pahunch raha hai.,0,none,office_colleague,27,low,False,hinglish
Inspector Rajesh Kumar bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,126,high,False,hinglish
Hello sir Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,164,high,True,hinglish
Hello sir Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,aadhaar,other_scammer,129,medium,False,hinglish
Special Investigation Team se bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,240,high,False,hinglish
Dhyan se suniye Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,bank_scammer,78,medium,False,hinglish
"Hello ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,office_colleague,60,low,False,hinglish
Hello sir Aapka order deliver ho chuka hai. Feedback de dena.,0,none,delivery_agent,42,low,False,hinglish
Hello ji Cab 3 minute mein pahunch raha hai.,0,none,family,48,low,False,hinglish
"Madam ek minute School fees ki last date kal hai, payment kar dena.",0,none,family,38,low,False,hinglish
Sir ek minute suniye Cab 3 minute mein pahunch raha hai.,0,none,friend,75,low,False,hinglish
"Hello ma'am Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,friend,87,low,False,hinglish
Ji haan suniye Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,195,high,False,hinglish
"Aap sun rahe hain na? Doctor appointment kal 9 baje hai, fasting rehna.",0,none,office_colleague,22,low,False,hinglish
"Namaste ma'am School fees ki last date kal hai, payment kar dena.",0,none,office_colleague,47,low,False,hinglish
Aap sun rahe hain na? Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,158,high,True,hinglish
Delhi Police se bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,224,medium,False,hinglish
Hello ma'am National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,159,high,False,hinglish
"Namaste sir Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,doctor_clinic,71,low,False,hinglish
Aap sun rahe hain na? Cab 3 minute mein pahunch raha hai.,0,none,delivery_agent,80,low,False,hinglish
Namaste sir National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,204,high,False,hinglish
Ji namaskar Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,147,high,True,hinglish
"Madam ek minute Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,62,low,False,hinglish
National Cyber Cell se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,112,medium,False,hinglish
"Aap sun rahe hain na? Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,relative,other_scammer,63,medium,False,hinglish
Aap sun rahe hain na? Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,93,high,False,hinglish
CBI se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,174,high,True,hinglish
"National Cyber Cell se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,102,medium,False,hinglish
Hello ma'am Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,195,high,True,hinglish
"Ji namaskar Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,doctor_clinic,53,low,False,hinglish
Namaste sir Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,236,medium,False,hinglish
Hello ji Cab 3 minute mein pahunch raha hai.,0,none,doctor_clinic,34,low,False,hinglish
"Ji haan suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,79,medium,False,hinglish
Ji namaskar Cab 3 minute mein pahunch raha hai.,0,none,office_colleague,40,low,False,hinglish
"Sir ek minute suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,26,low,False,hinglish
Namaste ma'am Project ka review meeting kal 4 baje hai kya?,0,none,friend,22,low,False,hinglish
"Aap sun rahe hain na? Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,doctor_clinic,51,low,False,hinglish
Ji namaskar National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,193,medium,False,hinglish
"Hello sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,31,low,False,hinglish
"Namaste ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,office_colleague,28,low,False,hinglish
Namaste sir Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,101,high,True,hinglish
Ji haan suniye Cab 3 minute mein pahunch raha hai.,0,none,delivery_agent,79,low,False,hinglish
Dhyan se suniye Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,101,medium,False,hinglish
"Aap sun rahe hain na? School fees ki last date kal hai, payment kar dena.",0,none,friend,79,low,False,hinglish
"Sir ek minute suniye Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,family,43,low,False,hinglish
